stamp,yaw_mean,pitch_mean,roll_mean,rotation_rate_x_mean,rotation_rate_y_mean,rotation_rate_z_mean,user_acceleration_x_mean,user_acceleration_y_mean,user_acceleration_z_mean,yaw_std,pitch_std,roll_std,rotation_rate_x_std,rotation_rate_y_std,rotation_rate_z_std,user_acceleration_x_std,user_acceleration_y_std,user_acceleration_z_std,rotation_magnitude_mean,acceleration_magnitude_mean,rotation_magnitude_std,acceleration_magnitude_std,speed_mean,speed_std,course_mode,course_std,distance_from_home_mean,distance_from_home_std,distance_from_home_latitude_mean,distance_from_home_latitude_std,distance_from_home_longitude_mean,distance_from_home_longitude_std,bearing_from_home_mode,bearing_from_home_std,time_of_day_radians,time_of_day_sin,time_of_day_cos,day_of_week,activity_label
2020-08-27 15:01:31.100000,2.5814897659019307,-0.9009704120742302,-0.0058526856027001,-0.0016764272709443,0.0008588277234288,0.0036845663705757,-0.0011054316718447,-0.0011054316718447,0.0006062510902195,0.0188229275049898,0.0049984467922326,0.0187379462490303,0.0272488966761401,0.0077869471964649,0.0357921717532349,0.0028335613649167,0.0028335613649167,0.0029290342180684,0.0156925886775645,0.0051841391106759,0.0430662660332747,0.0034023778371225,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:32.100000,2.588249166475953,-0.902008954181449,2.95054196650875e-05,-0.0021095079208682,0.0008203505771622,0.0042341489134861,-0.0010703319866526,-0.0010703319866526,0.0007404732624821,0.0534332606493782,0.0110285376130701,0.0458174372139101,0.0282069310552595,0.0083366939783494,0.0362121855611994,0.0028629096638923,0.0028629096638923,0.0031572830543459,0.0165023368370477,0.0054729368980411,0.0438948999732755,0.0055509246319544,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:33.100000,2.5956161637076125,-0.9033687460839054,0.0063721958050101,-0.0022417349723816,0.0007520606590221,0.0042141063875687,-0.0010168726204238,-0.0010168726204238,0.0008710777501694,0.0759812565876668,0.016174035106494,0.0641150947496244,0.0282066892063723,0.0083257996784374,0.036212719455538,0.0028789295918885,0.0028789295918885,0.0032922492125125,0.0165000849283302,0.0055537666379113,0.0438973726889846,0.0055651776069159,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:34.100000,2.6030309862781085,-0.9048051653606524,0.0127460351432008,-0.0022358139953614,0.0007572921528364,0.0042691763467968,-0.0009610143160066,-0.0009610143160066,0.0009967063905395,0.0930795571368402,0.0200605079175625,0.0782380534626408,0.0282269887991057,0.0083197372210476,0.0362136676903516,0.0028934991797556,0.0028934991797556,0.0033631802891327,0.0165725142679282,0.005620622282213,0.0438878407019593,0.0055719806018433,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:35.100000,2.610489258948658,-0.9062811090624868,0.0191495169944041,-0.0022663106644423,0.0006669037638328,0.0042256754679689,-0.0009074336577969,-0.0009074336577969,0.001067926701214,0.1072567737686881,0.0232427825011857,0.0900723735177775,0.0282044113702133,0.0082675566130468,0.0362128376533829,0.0029036199803129,0.0029036199803129,0.0033872350336445,0.0164790690029104,0.005628121206117,0.0438939053763428,0.005565713901852,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:36.100000,2.617967272360194,-0.9078371615556632,0.0255474175874791,-0.0022711641869558,0.0007156336322866,0.0042449169960368,-0.0008823149736827,-0.0008823149736827,0.0011519878458064,0.1193838077589505,0.0262307168575493,0.1001570351283433,0.0281828995484258,0.008137695765693,0.0362054304514499,0.0029032116344928,0.0029032116344928,0.0034056284659452,0.0163414657306551,0.0056441875053632,0.043904118941968,0.0055627412485683,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:37.100000,2.6254737662793,-0.9094177704186686,0.0319965379577318,-0.0023273215683397,0.0006952939090937,0.0042116050604582,-0.0008361902267682,-0.0008361902267682,0.0011930823226934,0.1300411963794539,0.028913570010411,0.1091026603729043,0.0281989134563194,0.0080138759948316,0.0361985281566958,0.0028962474613357,0.0028962474613357,0.0034057325007737,0.0163093316892022,0.0056364103868059,0.0438973076348486,0.0055621390244439,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:38.100000,2.633039315806054,-0.911072197898652,0.0385241981677583,-0.0023695986156976,0.0007169071647699,0.0042691994679258,-0.0008121835635029,-0.0008121835635029,0.0012357349502861,0.1395735065723408,0.0314562563881505,0.1171370693185158,0.0282822927993974,0.0079992763690576,0.0361902109895707,0.0029279570787773,0.0029279570787773,0.0033747200738096,0.0163991044118713,0.0056299563396214,0.0439161091849418,0.005567093022046,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:39.100000,2.640638161022929,-0.9127244084032126,0.0450813511446647,-0.0023409252639196,0.0006628405638256,0.0042354932861455,-0.0007884749730494,-0.0007884749730494,0.001284309562153,0.1481337488260103,0.0337417070518342,0.1243388947041942,0.0282965072635714,0.0079548115014017,0.036185892226969,0.0029289709739092,0.0029289709739092,0.0033722062932028,0.016389483952773,0.0056431069100473,0.0439115671088855,0.005562923126433,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:40.100000,2.648157350235493,-0.9143554326301804,0.0515560496370386,-0.0022746558989182,0.0006219466428385,0.0041956328806279,-0.0007739774572868,-0.0007739774572868,0.0013036700631933,0.1558623091910465,0.035850754405268,0.1308864348113893,0.0283383621236308,0.007954346443547,0.0361894478191116,0.0029300589315529,0.0029300589315529,0.0033664394615954,0.0164515920932511,0.0056502033610962,0.0439102194727769,0.0055595657710161,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:41.100000,2.6556790017843643,-0.9160622608245114,0.0580272197247353,-0.0024213846982108,0.0006308919365073,0.0041435998829605,-0.0007481897457467,-0.0007481897457467,0.0013302430237787,0.1629175391459434,0.0378306115900281,0.1368321432369193,0.0282814988419082,0.0077707259645235,0.0361835074790814,0.002914545841203,0.002914545841203,0.0033475838358886,0.0162855422969178,0.0056338127313413,0.0439008229109804,0.0055610828252173,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:42.100000,2.6632219074966508,-0.9178199923772384,0.0645629119302795,-0.0023953801124804,0.0006882172576097,0.0041773369370769,-0.0007331343910063,-0.0007331343910063,0.0013446430497478,0.1693397773386665,0.0396329791234852,0.142269280476501,0.0282757257504925,0.0077163684204219,0.0361756026206027,0.00291039015882,0.00291039015882,0.0033368881606842,0.0162066269954203,0.0056324642914285,0.0439128886045803,0.0055590983928096,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:43.100000,2.6707908982246766,-0.919554992741634,0.0711452457838128,-0.0024115163871643,0.0007002896651743,0.004167804472418,-0.0007493841444791,-0.0007493841444791,0.0013399261008086,0.1751137927874049,0.0412420590267706,0.1471384635535941,0.0282867928761356,0.0076799502321604,0.0361729998179862,0.0029195804907371,0.0029195804907371,0.0033232897490348,0.0161686121403011,0.0056389432723394,0.0439256912191815,0.0055481032255599,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:44.100000,2.6782788524215118,-0.9212654080248116,0.0776293773388192,-0.0024249550023312,0.0006651957623951,0.0041192784741173,-0.0007237647218434,-0.0007237647218434,0.0013467252452837,0.1804032661315484,0.0426660467023806,0.1516478555353493,0.0282705213531164,0.0075572729428344,0.0361647468276192,0.0029259098198136,0.0029259098198136,0.0033169590275091,0.0160392071033353,0.0056494795258628,0.0439302732345543,0.0055401679524222,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:45.100000,2.6857815717103675,-0.9230077015778388,0.0841522461188944,-0.0024296306724506,0.0006635136729549,0.0041198422496955,-0.000733478791305,-0.000733478791305,0.0013569909304429,0.1852594496618855,0.0439852475417185,0.1558121426916817,0.0282621432395544,0.0074584781226536,0.036159696480224,0.0029060541278942,0.0029060541278942,0.0032609527121932,0.0159581994076813,0.0056209868222284,0.0439336776734272,0.005528638570759,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:46.100000,2.693305324992404,-0.9247501389357492,0.0907134441939034,-0.0024025581619034,0.0007434102792615,0.0041747372953868,-0.0007373036788822,-0.0007373036788822,0.0013590096534785,0.1896459064225312,0.0451817318331085,0.1595436875275155,0.0282663209365389,0.0074270927568708,0.0361427608504723,0.0029182156032477,0.0029182156032477,0.0032476237965549,0.0159006704607751,0.0056319896935592,0.0439429860884977,0.0055244113546181,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:47.100000,2.7008208266510545,-0.9265104924977916,0.0972643119908766,-0.0024804947618859,0.0006650435523642,0.0041272907669713,-0.0007356659768028,-0.0007356659768028,0.0013621036899268,0.1936103362297437,0.0463122008729417,0.1629033851464884,0.0282689180263643,0.0073833125584367,0.0361352253191899,0.0029201409667649,0.0029201409667649,0.0032401004310881,0.0158696733054067,0.0056342170512103,0.0439408956848815,0.0055203669910401,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
2020-08-27 15:01:48.100000,2.70829155460967,-0.9283076609033912,0.1037747684306475,-0.0024925689515154,0.0006964772737456,0.0041018464120597,-0.0007633061927685,-0.0007633061927685,0.0013727709378259,0.1972462224997048,0.0473262295756587,0.1660170390835791,0.0282472110425877,0.0073038512087751,0.0361274224398977,0.0029042839162641,0.0029042839162641,0.0032174080158017,0.0157484123359416,0.005614089837165,0.0439497248094592,0.0055217184346034,0.5122811198234558,0.0,,,16.8529096729632,3.555673040978611e-15,0.0001338989257817,0.0,0.0001033813476567,0.0,28.0,3.555673040978611e-15,3.931354140117227,-0.7101853756232851,-0.7040147244559687,3.0,Other
