activity_label
activity_label
ArmCurl_start
ArmCurl_end
ClimbDownStairs_end
ClimbDownStairs_start
Climbing_Stairs
ClimbUpStairs_end
ClimbUpStairs_start
CognitiveActivity
Cougs
Dog
Inbetween_Activities
Message
No
Phone
Phone_Call
Radio
Sit
Sit_end
Sit_start
Stand
Take_Medicine
Talk
TalkOnPhone_end
TalkOnPhone_start
Telephon
Text
Transitioning_Tasks
UnknownActivity_end
Waiting
Yes
