0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,activity_label
1.9504361,-0.84312886,0.16107744,-0.04312997,-0.010789088,0.18098532,-0.17799848,-0.17799848,-0.24045749,-0.88445383,-0.9853709,-0.73297036,-0.9648052,-0.9393168,-0.8267583,-0.7909325,-0.7909325,-0.84590304,-0.80944175,-0.72703487,-1.0231448,-0.8599441,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,1.9657699,-0.8639348,0.19655162,0.009374098,0.048310168,0.24368499,-0.14784953,-0.18082707,-0.26408106,-0.9337591,-0.97507286,-0.7823531,-0.9775762,-0.9013513,-0.8345561,-0.84939796,-0.8221498,-0.8291447,-0.86605215,-0.74236894,-1.0155909,-0.8521166,-0.124819875,-0.059858095,-3.5572202,-0.07901316,-0.14163227,-0.014663982,-0.14216718,0.002741795,-0.1370504,0.003279619,-1.5807302,-0.18319078,0.18143368,-0.60889155,-0.62247247,0.041522726,Other
1.9559577,-0.84671503,0.16659363,-0.042452563,-0.00911925,0.18213707,-0.17748792,-0.17748792,-0.2397452,-0.87635905,-0.97536105,-0.72442245,-0.9648154,-0.93948203,-0.8267783,-0.7909862,-0.7909862,-0.8460415,-0.8095851,-0.72704715,-1.0231223,-0.85996413,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,1.9703369,-0.8672153,0.19981396,0.013461665,0.052817233,0.24597682,-0.14755347,-0.180628,-0.26254123,-0.9305919,-0.9655873,-0.77682436,-0.97583735,-0.8996947,-0.8354568,-0.8481122,-0.8193634,-0.8297193,-0.8664267,-0.7433244,-1.0137203,-0.8516245,-0.12506765,-0.060200524,-3.557605,-0.07890611,-0.14169638,-0.014819491,-0.1422874,0.002658695,-0.1374889,0.0036004111,-1.5804207,-0.18257475,0.18205926,-0.609971,-0.62195903,0.04179707,Other
1.9614983,-0.8502548,0.17214917,-0.042872902,-0.008767591,0.18181165,-0.17803898,-0.17803898,-0.23997852,-0.8690813,-0.96642464,-0.71676743,-0.9647958,-0.9395927,-0.8267849,-0.7908673,-0.7908673,-0.8462176,-0.8096542,-0.726988,-1.0230982,-0.860075,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,1.9751583,-0.8707582,0.20391077,0.016307846,0.056694634,0.24701007,-0.147605,-0.18068644,-0.26200312,-0.9274922,-0.95779914,-0.77167785,-0.9745744,-0.8986262,-0.8367821,-0.8469375,-0.81738025,-0.83064973,-0.86647964,-0.74403924,-1.0121242,-0.85124445,-0.12496942,-0.060352307,-3.5576367,-0.07885312,-0.14189695,-0.015040564,-0.14256957,0.0026218966,-0.13775077,0.0036865994,-1.579343,-0.18195157,0.18245715,-0.61080086,-0.6213985,0.041653797,Other
1.9669796,-0.85374445,0.17762184,-0.04322297,-0.009789847,0.18015501,-0.17717019,-0.17717019,-0.2396422,-0.8624143,-0.9585162,-0.7096781,-0.96482456,-0.93996567,-0.8268058,-0.7907855,-0.7907855,-0.8462996,-0.8098892,-0.7268919,-1.0230896,-0.860155,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,1.9801321,-0.8742937,0.20744783,0.019012406,0.059369214,0.24676464,-0.14700663,-0.18038043,-0.2601055,-0.925359,-0.9511138,-0.7672575,-0.97325724,-0.897487,-0.83782476,-0.8459147,-0.8152696,-0.8313549,-0.8665788,-0.74448824,-1.0108757,-0.8511795,-0.12518835,-0.06048138,-3.558081,-0.078914694,-0.14212884,-0.015334594,-0.14298174,0.0027016588,-0.1379549,0.0039449856,-1.5783901,-0.1811675,0.1831342,-0.61134404,-0.62072605,0.042393103,Other
1.9724717,-0.8572991,0.1831272,-0.043344773,-0.009838845,0.18017425,-0.1774996,-0.1774996,-0.23913442,-0.8562934,-0.9511897,-0.7031313,-0.9648394,-0.94026595,-0.8268185,-0.79104227,-0.79104227,-0.84702474,-0.81003636,-0.7271519,-1.0230833,-0.8602712,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,1.9846495,-0.87752664,0.2112624,0.021518186,0.062155135,0.2481754,-0.14695892,-0.17974585,-0.25906616,-0.9231123,-0.94463867,-0.7628606,-0.97213334,-0.89614755,-0.83874846,-0.845065,-0.81406415,-0.832204,-0.86683846,-0.74482673,-1.0096544,-0.85098386,-0.12523109,-0.060466032,-3.557858,-0.07863521,-0.14239256,-0.015611815,-0.14362752,0.0029464439,-0.13806148,0.004227631,-1.5779648,-0.18087383,0.18367025,-0.61219937,-0.62050325,0.04210943,Other
1.9779793,-0.860854,0.18866491,-0.042639546,-0.007511524,0.18204832,-0.17762932,-0.17762932,-0.23903456,-0.8507646,-0.9445448,-0.6972648,-0.964832,-0.9403614,-0.82686126,-0.79088503,-0.79088503,-0.84719735,-0.81014085,-0.7270515,-1.0230658,-0.86031383,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,1.9890894,-0.8813468,0.21521455,0.023855016,0.06642855,0.250482,-0.14672518,-0.17936234,-0.25808817,-0.9205636,-0.9384593,-0.75907034,-0.9708135,-0.89527667,-0.8398564,-0.8438572,-0.81235623,-0.8321544,-0.8666842,-0.7449003,-1.0081866,-0.85054725,-0.12555778,-0.060302775,-3.558783,-0.07878458,-0.14267768,-0.01603489,-0.14370608,0.0028733686,-0.13808066,0.0043928847,-1.5773377,-0.17989253,0.18391252,-0.6122385,-0.62021476,0.04199168,Other
1.9834807,-0.86444557,0.1941939,-0.04466976,-0.00979428,0.18042853,-0.17757379,-0.17757379,-0.23888151,-0.8457677,-0.93826646,-0.6919829,-0.9648274,-0.9404945,-0.82688034,-0.7908601,-0.7908601,-0.84729475,-0.8101972,-0.7270312,-1.0230697,-0.8603546,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,1.9945732,-0.8847714,0.21967393,0.024723098,0.067180045,0.24998043,-0.14683816,-0.1794659,-0.25689003,-0.9196151,-0.93305784,-0.75636286,-0.969705,-0.8942666,-0.8408147,-0.84308606,-0.81106496,-0.83382946,-0.86679864,-0.74585325,-1.0073715,-0.85075015,-0.12535447,-0.06058873,-3.5583224,-0.07854467,-0.14260183,-0.01625662,-0.14404595,0.0029278547,-0.13846506,0.0047622547,-1.5769953,-0.17948787,0.18429124,-0.6128281,-0.61962193,0.042251274,Other
1.9889494,-0.86811215,0.19968878,-0.044984285,-0.008878643,0.17955989,-0.17851111,-0.17851111,-0.23835386,-0.8411849,-0.93263483,-0.68708783,-0.9648658,-0.940736,-0.8269,-0.79106516,-0.79106516,-0.8475886,-0.8104174,-0.7272148,-1.0230532,-0.86034095,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,1.9988458,-0.8881135,0.22354281,0.027140096,0.070033915,0.24978864,-0.14755303,-0.17999996,-0.25570866,-0.9178904,-0.92756534,-0.7535239,-0.9688741,-0.8937642,-0.84160733,-0.8424246,-0.809659,-0.834611,-0.8669013,-0.7466714,-1.0059686,-0.8507452,-0.12545544,-0.06068648,-3.558633,-0.07862305,-0.14279784,-0.016591955,-0.1444444,0.0033432841,-0.13841169,0.004904799,-1.5764668,-0.1788708,0.18453658,-0.612998,-0.6193945,0.042194054,Other
1.9944263,-0.8718558,0.20517524,-0.045190334,-0.009556326,0.17776205,-0.17913097,-0.17913097,-0.23861621,-0.83703107,-0.92713803,-0.68268055,-0.9649396,-0.94102013,-0.8269037,-0.7913714,-0.7913714,-0.8479608,-0.81071424,-0.72752756,-1.0230342,-0.8604012,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,2.0038369,-0.89175606,0.22815794,0.029470876,0.07144893,0.24845889,-0.14781016,-0.18047947,-0.25516507,-0.91683626,-0.9228382,-0.7511799,-0.9675146,-0.89337826,-0.84243816,-0.84211934,-0.80826545,-0.83551836,-0.8671869,-0.74773276,-1.005161,-0.8513662,-0.12554842,-0.0608568,-3.5585685,-0.07836937,-0.14264144,-0.016659904,-0.14467496,0.0032168925,-0.1387497,0.0050651655,-1.5764546,-0.17823958,0.18486345,-0.6132383,-0.61902934,0.042511314,Other
1.9998381,-0.8755585,0.21057019,-0.044198528,-0.010032054,0.17776582,-0.1793479,-0.1793479,-0.23801358,-0.8332612,-0.9220121,-0.67864084,-0.9649516,-0.94110584,-0.826925,-0.7913014,-0.7913014,-0.84812474,-0.8108919,-0.7275501,-1.0230036,-0.8603927,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,2.0087085,-0.895343,0.23278505,0.031878754,0.07184292,0.24861807,-0.14807585,-0.18010935,-0.25470823,-0.9149072,-0.91752934,-0.74836946,-0.96612203,-0.8930723,-0.84300464,-0.84119886,-0.807181,-0.8352776,-0.86708117,-0.74763876,-1.0038931,-0.8507153,-0.12586129,-0.06087212,-3.55893,-0.078382485,-0.14270969,-0.016839195,-0.14467958,0.0032202154,-0.13866417,0.005299531,-1.5761561,-0.17803983,0.18494281,-0.6132747,-0.6187625,0.042417184,Other
2.0053284,-0.8792201,0.21610594,-0.045086473,-0.007982308,0.18025039,-0.17995173,-0.17995173,-0.2367312,-0.8299266,-0.91762197,-0.6750385,-0.9649534,-0.94114447,-0.82697517,-0.7910939,-0.7910939,-0.8481712,-0.8109488,-0.72739714,-1.0230002,-0.86044437,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,2.0127697,-0.89898646,0.23759794,0.03323157,0.07375277,0.25026637,-0.14790145,-0.18005662,-0.2531539,-0.9133849,-0.9129905,-0.7468273,-0.9648526,-0.89222664,-0.8436733,-0.8404645,-0.8058026,-0.83580124,-0.8667233,-0.74793524,-1.0027386,-0.85066444,-0.12622112,-0.060893875,-3.5591679,-0.078469746,-0.14265986,-0.017063428,-0.14466617,0.0032592602,-0.13893081,0.0053265914,-1.5758061,-0.17712994,0.18499586,-0.6132413,-0.61852294,0.041720897,Other
2.0108447,-0.8829358,0.22166277,-0.045699876,-0.008524667,0.17981008,-0.18033923,-0.18033923,-0.23566848,-0.8269688,-0.91367054,-0.67184484,-0.96492016,-0.9411866,-0.82696915,-0.7907465,-0.7907465,-0.8481382,-0.810896,-0.7270586,-1.0229977,-0.86055547,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,2.01749,-0.902536,0.24232578,0.03476499,0.073649175,0.25009516,-0.14811954,-0.1798158,-0.25240585,-0.9121511,-0.9092401,-0.74516594,-0.96407455,-0.8920011,-0.8442021,-0.8398122,-0.804799,-0.8364832,-0.8671341,-0.74870986,-1.0016454,-0.8506964,-0.1262734,-0.060716253,-3.5588403,-0.07817834,-0.14265402,-0.017222691,-0.14466858,0.0032203943,-0.13887292,0.0055037662,-1.5751212,-0.17686816,0.18516344,-0.6131557,-0.6181089,0.041209847,Other
2.0163171,-0.8866379,0.22713584,-0.04537783,-0.009802689,0.17819147,-0.1805202,-0.1805202,-0.23437415,-0.8243333,-0.91019505,-0.6689546,-0.96486545,-0.94140095,-0.8269625,-0.79072684,-0.79072684,-0.8484918,-0.8109101,-0.72716624,-1.0229836,-0.8605592,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,2.022381,-0.9058857,0.24709117,0.036926165,0.07309211,0.248302,-0.14800835,-0.17990705,-0.25107396,-0.9112729,-0.9055974,-0.74417377,-0.96286994,-0.8921198,-0.8443131,-0.8392871,-0.80332667,-0.8368425,-0.86666083,-0.74892545,-1.0006922,-0.8509658,-0.12659979,-0.060871612,-3.5591676,-0.07833325,-0.14264719,-0.017551113,-0.14478642,0.0033081025,-0.13885337,0.0055246875,-1.5754223,-0.17655416,0.18488628,-0.6127033,-0.61831313,0.04119855,Other
2.021823,-0.89035493,0.23264395,-0.046384405,-0.00961137,0.17935093,-0.18025596,-0.18025596,-0.23329265,-0.82209885,-0.9067932,-0.6665699,-0.9648366,-0.9415347,-0.82699937,-0.7905123,-0.7905123,-0.84841937,-0.810958,-0.727044,-1.022972,-0.8605535,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,2.0269713,-0.90970635,0.25201768,0.03712295,0.073501,0.24892269,-0.14730024,-0.17878033,-0.24962622,-0.91064894,-0.90250796,-0.74291754,-0.961774,-0.8914762,-0.8449001,-0.83854806,-0.80256224,-0.83704245,-0.86650753,-0.7488616,-0.99982965,-0.850543,-0.12701744,-0.060780775,-3.5595021,-0.07832783,-0.14261802,-0.01789688,-0.14497393,0.0034105144,-0.13894832,0.0059320256,-1.5750375,-0.17598096,0.1851345,-0.6129156,-0.6178518,0.040799692,Other
2.0273259,-0.894118,0.2381383,-0.04585832,-0.010332198,0.17918189,-0.18139789,-0.18139789,-0.23212299,-0.82017225,-0.90383095,-0.6644857,-0.9647896,-0.9415941,-0.8270018,-0.7908157,-0.7908157,-0.848617,-0.81088513,-0.72711974,-1.0229775,-0.86055094,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,2.0317733,-0.91320467,0.25672215,0.03911315,0.07303632,0.2483574,-0.14820042,-0.17969312,-0.24824983,-0.90994346,-0.89941007,-0.7421134,-0.96077156,-0.8915315,-0.8453982,-0.8384111,-0.80211985,-0.83790314,-0.8663255,-0.74934536,-0.9992056,-0.85124826,-0.12734067,-0.060653817,-3.5596042,-0.07827776,-0.14262946,-0.018078793,-0.14514261,0.0036982,-0.13890556,0.0061434135,-1.5749477,-0.17566323,0.18492636,-0.612306,-0.6178663,0.04076086,Other
2.0328143,-0.89785737,0.24360824,-0.044517986,-0.009803354,0.17995864,-0.18229938,-0.18229938,-0.23067378,-0.8185768,-0.9014276,-0.6627226,-0.9648537,-0.9418455,-0.8270139,-0.7908492,-0.7908492,-0.84896564,-0.8110886,-0.72724456,-1.0229803,-0.86052835,-0.10779684,-0.06053985,-3.5910118,-0.09615897,-0.15041238,-0.0072136195,-0.16025095,-0.008902758,-0.13945046,-0.0065967254,-1.6273552,-0.19840214,0.117561765,-0.63493377,-0.6756879,0.018749762,2.036672,-0.9164666,0.26139814,0.041650996,0.07320691,0.24885347,-0.14880762,-0.18012527,-0.24661589,-0.909644,-0.89681405,-0.7413997,-0.95996183,-0.89148116,-0.8459995,-0.8379296,-0.801074,-0.8382627,-0.8664478,-0.7498648,-0.99858785,-0.8513988,-0.12744397,-0.060612243,-3.55973,-0.07799023,-0.1425725,-0.01805358,-0.14503121,0.0036210977,-0.13917136,0.0063457713,-1.5753182,-0.17502931,0.18464035,-0.61218596,-0.6177625,0.040543735,Other
